index,entry_id,source_text,original_title,canonical_title,canonical_title_status,platform,source_section,system_release_year,source_order,decade,release_version_identification,region,cover_source,cover_source_url,local_downloaded_image_path,verification_status,asterisk_marked_in_source,notes
170,VG-0171,* Goofs Troop,Goofs Troop,Goof Troop,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,14,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
171,VG-0172,* Kirby Dreamland 3,Kirby Dreamland 3,Kirby's Dream Land 3,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,15,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
172,VG-0173,* Legend Of The Mystical Ninja,Legend Of The Mystical Ninja,Legend Of The Mystical Ninja,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,16,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
173,VG-0174,* The Lion King,The Lion King,The Lion King,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,17,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
174,VG-0175,* Link 2 The Past,Link 2 The Past,The Legend of Zelda: A Link to the Past,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,18,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
175,VG-0176,* Mega Man X,Mega Man X,Mega Man X,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,19,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
176,VG-0177,* Mega Man X3,Mega Man X3,Mega Man X3,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,20,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
177,VG-0178,Nba Live 95,Nba Live 95,Nba Live 95,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,21,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
178,VG-0179,*Pinocchio,Pinocchio,Pinocchio,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,22,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
179,VG-0180,*Rap Jam Volume One,Rap Jam Volume One,Rap Jam Volume One,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,23,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
180,VG-0181,* Secret Of Mana,Secret Of Mana,Secret Of Mana,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,24,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
181,VG-0182,The Simpsons: Barts Nightmare,The Simpsons: Barts Nightmare,The Simpsons: Barts Nightmare,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,25,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
182,VG-0183,* Star Fox,Star Fox,Star Fox,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,26,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
183,VG-0184,*Sunset Riders*,Sunset Riders,Sunset Riders,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,27,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
184,VG-0185,* Super Double Dragon,Super Double Dragon,Super Double Dragon,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,28,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
185,VG-0186,* Super Mario All Stars,Super Mario All Stars,Super Mario All Stars,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,29,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
186,VG-0187,* Super Mario Kart,Super Mario Kart,Super Mario Kart,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,30,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
187,VG-0188,* Super Mario RPG,Super Mario RPG,Super Mario RPG,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,31,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
188,VG-0189,* Super Mario World,Super Mario World,Super Mario World,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,32,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
189,VG-0190,* Super Metroid,Super Metroid,Super Metroid,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,33,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
190,VG-0191,* Super Punch Out,Super Punch Out,Super Punch Out,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,34,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
191,VG-0192,*Super Star Wars,Super Star Wars,Super Star Wars,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,35,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
192,VG-0193,*Super Star Wars Emp Strikes Back,Super Star Wars Emp Strikes Back,Super Star Wars: The Empire Strikes Back,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,36,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
193,VG-0194,*Super Star Wars Return of the Jedi,Super Star Wars Return of the Jedi,Super Star Wars: Return of the Jedi,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,37,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
194,VG-0195,*Super Wrestlemania,Super Wrestlemania,Super Wrestlemania,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,38,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
195,VG-0196,*Tetris 2,Tetris 2,Tetris 2,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,39,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
196,VG-0197,* TMNT: Turtles In Time,TMNT: Turtles In Time,Teenage Mutant Ninja Turtles IV: Turtles in Time,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,40,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
197,VG-0198,*Terminator 2,Terminator 2,Terminator 2,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,41,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
198,VG-0199,* Warios Woods,Warios Woods,Warios Woods,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,42,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
199,VG-0200,*Wild Guns,Wild Guns,Wild Guns,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,43,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
200,VG-0201,*WWF Raw,WWF Raw,WWF Raw,SOURCE_LABEL_PENDING_VERIFICATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,44,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
201,VG-0202,* Yoshis Island,Yoshis Island,Super Mario World 2: Yoshi's Island,CONSERVATIVE_NORMALIZATION,Super Nintendo Entertainment System,Super Nintendo Entertainment System,1991.0,45,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
202,VG-0203,Blazing Star,Blazing Star,Blazing Star,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,1,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
203,VG-0204,Fatal Fury,Fatal Fury,Fatal Fury,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,2,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
204,VG-0205,Garou: Mark Of Wolves,Garou: Mark Of Wolves,Garou: Mark of the Wolves,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,3,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
205,VG-0206,King Of Fighters 98,King Of Fighters 98,The King of Fighters '98,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,4,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
206,VG-0207,King Of Fighters ‘02,King Of Fighters ‘02,The King of Fighters 2002,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,5,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
207,VG-0208,King Of The Monsters,King Of The Monsters,King of the Monsters,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,6,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
208,VG-0209,The Last Blade,The Last Blade,The Last Blade,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,7,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
209,VG-0210,Metal Slug,Metal Slug,Metal Slug,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,8,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
210,VG-0211,Neo Geo Bomberman,Neo Geo Bomberman,Neo Geo Bomberman,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,9,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
211,VG-0212,Neo Geo Turf Masters,Neo Geo Turf Masters,Neo Geo Turf Masters,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,10,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
212,VG-0213,Ninja Commando,Ninja Commando,Ninja Commando,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,11,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
213,VG-0214,Pulstar,Pulstar,Pulstar,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,12,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
214,VG-0215,Real Bout Fatal Fury,Real Bout Fatal Fury,Real Bout Fatal Fury,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,13,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
215,VG-0216,Samurai Showdown II,Samurai Showdown II,Samurai Shodown II,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,14,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
216,VG-0217,Samurai Showdown V,Samurai Showdown V,Samurai Shodown V,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,15,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
217,VG-0218,Sengoku,Sengoku,Sengoku,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,16,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
218,VG-0219,Sengoku 3,Sengoku 3,Sengoku 3,SOURCE_LABEL_PENDING_VERIFICATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,17,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
219,VG-0220,Shocking Troopers,Shocking Troopers,Shock Troopers,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,18,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
220,VG-0221,SNK Vs. Capcom,SNK Vs. Capcom,SNK vs. Capcom: SVC Chaos,CONSERVATIVE_NORMALIZATION,Neo Geo (AES/MVS not specified),Neo Geo,1991.0,19,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,Retail-cover format requires AES/MVS version check; do not assume.
221,VG-0222,Brain Dead 13,Brain Dead 13,Brain Dead 13,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,1,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
222,VG-0223,Crash N Burn,Crash N Burn,Crash 'n Burn,CONSERVATIVE_NORMALIZATION,Panasonic 3DO,Panasonic 3DO,1993.0,2,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
223,VG-0224,Dragons Lair,Dragons Lair,Dragon's Lair,CONSERVATIVE_NORMALIZATION,Panasonic 3DO,Panasonic 3DO,1993.0,3,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
224,VG-0225,Gex,Gex,Gex,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,4,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
225,VG-0226,Killing Time,Killing Time,Killing Time,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,5,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
226,VG-0227,John Madden Football,John Madden Football,John Madden Football,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,6,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
227,VG-0228,The Need For Speed,The Need For Speed,The Need For Speed,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,7,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
228,VG-0229,Road Rash,Road Rash,Road Rash,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,8,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
229,VG-0230,Samurai Showdown,Samurai Showdown,Samurai Shodown,CONSERVATIVE_NORMALIZATION,Panasonic 3DO,Panasonic 3DO,1993.0,9,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
230,VG-0231,Super Wing Commander,Super Wing Commander,Super Wing Commander,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,10,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
231,VG-0232,Wing Commander III,Wing Commander III,Wing Commander III,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,11,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
232,VG-0233,Wolfenstein 3D,Wolfenstein 3D,Wolfenstein 3D,SOURCE_LABEL_PENDING_VERIFICATION,Panasonic 3DO,Panasonic 3DO,1993.0,12,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
233,VG-0234,Burning Rangers,Burning Rangers,Burning Rangers,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,1,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
234,VG-0235,Daytona USA,Daytona USA,Daytona USA,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,2,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
235,VG-0236,Die Hard Arcade,Die Hard Arcade,Die Hard Arcade,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,3,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
236,VG-0237,Enemy Zero,Enemy Zero,Enemy Zero,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,4,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
237,VG-0238,Final Fight Revenge,Final Fight Revenge,Final Fight Revenge,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,5,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
238,VG-0239,Guardian Heroes,Guardian Heroes,Guardian Heroes,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,6,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
239,VG-0240,Last Bronx,Last Bronx,Last Bronx,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,7,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
240,VG-0241,Marvel Vs Street Fighter,Marvel Vs Street Fighter,Marvel Super Heroes vs. Street Fighter,CONSERVATIVE_NORMALIZATION,Sega Saturn,Sega Saturn,1994.0,8,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
241,VG-0242,Nights Into Dreams,Nights Into Dreams,Nights into Dreams...,CONSERVATIVE_NORMALIZATION,Sega Saturn,Sega Saturn,1994.0,9,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
242,VG-0243,Panzer Dragoon Saga,Panzer Dragoon Saga,Panzer Dragoon Saga,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,10,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
243,VG-0244,Panzer Dragoon Zwei,Panzer Dragoon Zwei,Panzer Dragoon Zwei,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,11,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
244,VG-0245,Quake,Quake,Quake,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,12,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
245,VG-0246,Radiant Silvergun,Radiant Silvergun,Radiant Silvergun,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,13,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
246,VG-0247,Sonic Jam,Sonic Jam,Sonic Jam,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,14,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
247,VG-0248,Sonic R,Sonic R,Sonic R,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,15,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
248,VG-0249,Street Fighter Alpha 2,Street Fighter Alpha 2,Street Fighter Alpha 2,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,16,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
249,VG-0250,Virtua Cop,Virtua Cop,Virtua Cop,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,17,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
250,VG-0251,Virtua Fighter 2,Virtua Fighter 2,Virtua Fighter 2,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,18,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
251,VG-0252,Virtual On: Cyber Troopers,Virtual On: Cyber Troopers,Virtual On: Cyber Troopers,SOURCE_LABEL_PENDING_VERIFICATION,Sega Saturn,Sega Saturn,1994.0,19,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
252,VG-0253,X-Men Children Of Atom,X-Men Children Of Atom,X-Men: Children of the Atom,CONSERVATIVE_NORMALIZATION,Sega Saturn,Sega Saturn,1994.0,20,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
253,VG-0254,X-Men Versus Street Fighter,X-Men Versus Street Fighter,X-Men vs. Street Fighter,CONSERVATIVE_NORMALIZATION,Sega Saturn,Sega Saturn,1994.0,21,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
254,VG-0255,* Ape Escape,Ape Escape,Ape Escape,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,1,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
255,VG-0256,*Bugs Bunny: Lost In Time,Bugs Bunny: Lost In Time,Bugs Bunny: Lost In Time,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,2,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
256,VG-0257,Bugs Bunny & Taz: Time Busters,Bugs Bunny & Taz: Time Busters,Bugs Bunny & Taz: Time Busters,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,3,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,False,
257,VG-0258,* Bugs Life,Bugs Life,A Bug's Life,CONSERVATIVE_NORMALIZATION,PlayStation,PlayStation,1995.0,4,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
258,VG-0259,* Bushido Blade,Bushido Blade,Bushido Blade,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,5,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
259,VG-0260,* Castlevania Symphony Of The Night,Castlevania Symphony Of The Night,Castlevania: Symphony of the Night,CONSERVATIVE_NORMALIZATION,PlayStation,PlayStation,1995.0,6,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
260,VG-0261,* Chrono Cross,Chrono Cross,Chrono Cross,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,7,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
261,VG-0262,* Crash Bandicoot,Crash Bandicoot,Crash Bandicoot,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,8,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
262,VG-0263,* Crash Bandicoot 2,Crash Bandicoot 2,Crash Bandicoot 2: Cortex Strikes Back,CONSERVATIVE_NORMALIZATION,PlayStation,PlayStation,1995.0,9,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
263,VG-0264,* Crash Bandicoot 3,Crash Bandicoot 3,Crash Bandicoot: Warped,CONSERVATIVE_NORMALIZATION,PlayStation,PlayStation,1995.0,10,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
264,VG-0265,*Dino Crisis,Dino Crisis,Dino Crisis,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,11,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
265,VG-0266,*Dino Crisis 2,Dino Crisis 2,Dino Crisis 2,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,12,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
266,VG-0267,*ECW Hardcore Revolution,ECW Hardcore Revolution,ECW Hardcore Revolution,SOURCE_LABEL_PENDING_VERIFICATION,PlayStation,PlayStation,1995.0,13,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
267,VG-0268,* Final Fantasy 7,Final Fantasy 7,Final Fantasy VII,CONSERVATIVE_NORMALIZATION,PlayStation,PlayStation,1995.0,14,1990s,,USA preferred when a North American retail release exists,,,,PENDING_COVER_BINARY_ACQUISITION,True,
